,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,,Flag
29,2021/9/30,良,54,274,30,58,3,24,0.85,52,,0
0,2021/10/1,优,29,48,10,27,2,20,0.39,43,,0
1,2021/10/2,良,55,226,27,61,2,31,0.73,25,,0
2,2021/10/3,优,50,230,28,56,2,24,0.81,39,,0
3,2021/10/4,优,18,15,3,18,2,13,0.25,39,,0
4,2021/10/5,优,13,14,5,12,2,17,0.33,23,,0
5,2021/10/6,优,11,10,5,6,3,15,0.34,30,,0
6,2021/10/7,优,17,29,7,14,2,15,0.28,33,,0
7,2021/10/8,优,27,116,13,25,2,20,0.39,38,,0
8,2021/10/9,优,34,171,22,26,2,26,0.58,39,,0
9,2021/10/10,优,23,91,3,20,2,13,0.25,50,,0
10,2021/10/11,优,27,155,7,25,2,25,0.31,30,,0
11,2021/10/12,优,33,182,11,32,2,28,0.39,33,,0
12,2021/10/13,优,48,258,28,47,2,41,0.5,33,,0
13,2021/10/14,优,40,210,17,41,3,32,0.5,29,,0
14,2021/10/15,优,27,136,7,27,2,16,0.3,40,,0
15,2021/10/16,优,22,119,3,18,2,10,0.25,48,,0
16,2021/10/17,优,38,250,15,41,2,32,0.38,21,,0
17,2021/10/18,良,58,296,34,66,2,40,0.52,20,,0
18,2021/10/19,优,24,43,5,20,2,18,0.26,43,,0
19,2021/10/20,优,44,252,22,46,2,36,0.43,22,,0
20,2021/10/21,优,35,174,15,34,2,25,0.36,34,,0
21,2021/10/22,优,30,110,8,28,2,25,0.28,42,,0
22,2021/10/23,良,54,227,29,57,3,41,0.45,30,,0
23,2021/10/24,良,91,325,68,82,3,50,0.68,34,,0
24,2021/10/25,中度污染,153,359,116,107,3,56,0.92,36,,1
25,2021/10/26,良,87,287,57,60,2,33,0.59,38,,0
26,2021/10/27,优,31,44,7,30,2,30,0.32,32,,0
27,2021/10/28,优,46,122,18,50,2,38,0.49,22,,0
28,2021/10/29,良,94,304,66,92,4,60,0.82,20,,0
29,2021/10/30,轻度污染,126,334,95,97,3,54,0.89,31,,1
30,2021/10/31,良,52,175,20,54,2,19,0.38,45,,0
0,2021/11/1,良,77,292,57,72,2,42,0.83,15,,0
1,2021/11/2,良,91,319,67,75,2,50,0.76,9,,0
2,2021/11/3,轻度污染,123,337,93,84,2,49,0.81,13,,1
3,2021/11/4,中度污染,163,352,124,102,2,49,0.95,15,,1
4,2021/11/5,中度污染,187,355,142,111,2,48,1.13,17,,1
5,2021/11/6,轻度污染,117,327,86,71,2,31,1.06,23,,1
6,2021/11/7,优,17,14,3,4,2,6,0.3,55,,0
7,2021/11/8,优,18,16,3,13,2,7,0.23,58,,0
8,2021/11/9,优,20,20,3,12,2,9,0.38,59,,0
9,2021/11/10,优,19,11,4,15,2,12,0.21,58,,0
10,2021/11/11,优,18,13,4,15,2,13,0.23,53,,0
11,2021/11/12,优,37,73,13,39,2,31,0.4,33,,0
12,2021/11/13,良,56,169,20,61,3,33,0.49,32,,0
13,2021/11/14,良,59,154,21,70,2,37,0.45,27,,0
14,2021/11/15,良,75,227,33,99,3,33,0.56,26,,0
15,2021/11/16,良,75,210,51,86,2,43,0.84,12,,0
16,2021/11/17,轻度污染,108,289,81,94,2,52,0.97,11,,1
17,2021/11/18,轻度污染,130,307,97,97,2,60,1.14,9,,1
18,2021/11/19,优,36,76,15,36,2,28,0.46,37,,0
19,2021/11/20,良,58,186,29,66,2,43,0.68,7,,0
20,2021/11/21,良,96,333,29,132,2,22,0.51,30,,0
21,2021/11/22,优,30,97,6,29,2,11,0.23,46,,0
22,2021/11/23,优,43,127,16,45,2,41,0.48,18,,0
23,2021/11/24,良,64,214,30,78,3,48,0.7,14,,0
24,2021/11/25,良,68,214,36,86,3,50,0.77,16,,0
25,2021/11/26,优,50,99,21,57,2,38,0.49,25,,0
26,2021/11/27,良,81,259,56,87,3,56,0.94,9,,0
27,2021/11/28,轻度污染,133,343,100,107,3,62,1.18,8,,1
28,2021/11/29,良,85,287,63,56,2,33,0.74,19,,0
29,2021/11/30,优,19,8,4,18,2,10,0.24,49,,0
0,2021/12/1,优,28,40,9,27,2,29,0.38,30,,0
1,2021/12/2,优,37,54,11,38,2,23,0.37,40,,0
2,2021/12/3,优,41,81,12,43,2,30,0.4,35,,0
3,2021/12/4,优,49,109,21,53,2,44,0.63,15,,0
4,2021/12/5,良,80,227,55,89,4,62,1.02,7,,0
5,2021/12/6,优,43,68,20,44,2,27,0.42,39,,0
6,2021/12/7,优,34,42,13,37,2,33,0.45,19,,0
7,2021/12/8,良,62,147,39,67,2,53,0.67,6,,0
8,2021/12/9,轻度污染,122,290,92,65,2,60,0.96,2,,1
9,2021/12/10,良,80,151,58,57,2,40,0.75,13,,0
10,2021/12/11,优,42,71,22,42,2,25,0.5,31,,0
11,2021/12/12,优,21,24,4,17,2,11,0.23,47,,0
12,2021/12/13,优,44,130,22,46,2,44,0.55,13,,0
13,2021/12/14,良,66,159,47,74,2,54,0.83,8,,0
14,2021/12/15,良,85,214,62,94,3,58,1.15,6,,0
15,2021/12/16,优,50,101,23,55,2,20,0.49,46,,0
16,2021/12/17,优,24,27,7,22,2,13,0.31,47,,0
17,2021/12/18,优,43,82,16,44,2,33,0.43,27,,0
18,2021/12/19,良,66,233,33,81,3,55,0.67,14,,0
19,2021/12/20,良,75,254,37,101,3,53,0.81,18,,0
20,2021/12/21,良,59,151,27,69,3,38,0.61,26,,0
21,2021/12/22,优,50,103,32,54,3,35,0.64,23,,0
22,2021/12/23,良,64,134,45,73,4,44,0.91,7,,0
23,2021/12/24,优,23,13,7,20,2,11,0.35,51,,0
24,2021/12/25,优,17,1,4,13,2,7,0.3,52,,0
25,2021/12/26,优,26,42,9,25,2,19,0.3,38,,0
26,2021/12/27,优,49,157,22,51,2,43,0.6,16,,0
27,2021/12/28,良,55,132,34,60,4,52,0.88,10,,0
28,2021/12/29,优,41,66,11,44,2,20,0.32,49,,0
29,2021/12/30,优,36,59,11,37,2,21,0.31,49,,0
30,2021/12/31,优,43,57,20,46,3,48,0.63,18,,0
,,,,,,,,,,,,
